dataSource,scientificName,trait,family,year,latitude,longitude,observedMetadataUrl,annotationMethod,occurrenceID,genus,recordedBy,coordinateUncertaintyInMeters,verbatimTrait,modelUri,annotationID,mappedTraits
herbarium-GBIF,Plantago lanceolata L.,flower present,Plantaginaceae,1954,58.0985,6.6926,https://www.gbif.org/occurrence/1701974884,machine,1701974884,Plantago,Anne-Marie Størmer,707,flowers,doi:10.5281/zenodo.17079402,8838883b-b1c4-5979-aebf-11639a2f1190,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago media L.,flower present,Plantaginaceae,1995,61.1551135,11.3539057,https://www.gbif.org/occurrence/1701982722,machine,1701982722,Plantago,Anders Often,71,flowers,doi:10.5281/zenodo.17079402,a0bcc514-b767-5572-8fc9-9d39a1bb9dd0,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago media L.,flower present,Plantaginaceae,1949,69.3704,29.6965,https://www.gbif.org/occurrence/1701983118,machine,1701983118,Plantago,Nils Hauge,1414,flowers,doi:10.5281/zenodo.17079402,f7d35a75-9d2a-52d9-beb7-2bb5f847541f,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago media L.,flower present,Plantaginaceae,1988,59.6473247,8.3865687,https://www.gbif.org/occurrence/1701985481,machine,1701985481,Plantago,Finn Wischmann,707,flowers,doi:10.5281/zenodo.17079402,bb2878a3-226b-5e8c-90c2-5cfb0258428b,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago lanceolata L.,flower present,Plantaginaceae,1979,59.2740362,11.0077672,https://www.gbif.org/occurrence/1701985788,machine,1701985788,Plantago,Odd E. Stabbetorp,707,flowers,doi:10.5281/zenodo.17079402,f125b112-305c-5bb8-9b6f-65c3fe4fc02d,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago major subsp. major,flower present,Plantaginaceae,1949,58.7595953,8.8517176,https://www.gbif.org/occurrence/1701991772,machine,1701991772,Plantago,H. Rui,707,flowers,doi:10.5281/zenodo.17079402,e2f60f13-d43d-532b-ada1-a043a3e8c062,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago maritima L.,flower present,Plantaginaceae,1942,58.5249,8.9348,https://www.gbif.org/occurrence/1701992032,machine,1701992032,Plantago,Nils Brusli,461,flowers,doi:10.5281/zenodo.17079402,9551502a-f83b-5eb3-b254-05e87878aa6e,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago maritima L.,flower present,Plantaginaceae,1851,58.425,8.8014,https://www.gbif.org/occurrence/1701992050,machine,1701992050,Plantago,Nic. Benj. Aall,783,flowers,doi:10.5281/zenodo.17079402,2fde2f61-8986-5eda-b47c-6eead997c7a3,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago lanceolata L.,flower present,Plantaginaceae,1932,58.2571,8.3755,https://www.gbif.org/occurrence/1701992078,machine,1701992078,Plantago,Georg Hoff,461,flowers,doi:10.5281/zenodo.17079402,435bc536-a6f9-5b05-ae31-0a38182cfb92,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago major subsp. major,flower present,Plantaginaceae,1974,61.6658,9.7026,https://www.gbif.org/occurrence/1701998554,machine,1701998554,Plantago,Karen Hygen,391,flowers,doi:10.5281/zenodo.17079402,becc29f7-d9fb-5877-b245-9d7c930c244f,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago media L.,flower present,Plantaginaceae,1988,60.3758569,8.7537508,https://www.gbif.org/occurrence/1702004109,machine,1702004109,Plantago,Finn Wischmann,707,flowers,doi:10.5281/zenodo.17079402,eebccf91-f403-5634-8b86-6e300d0e2830,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago maritima subsp. maritima,flower present,Plantaginaceae,2007,62.0349,4.9899,https://www.gbif.org/occurrence/1702036154,machine,1702036154,Plantago,Carolyn Parker;Heidi Solstad;Reidar Elven,335,flowers,doi:10.5281/zenodo.17079402,13685e49-dcd9-51ba-bfd0-cb50adae17e7,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago lanceolata L.,flower present,Plantaginaceae,1938,-37.0681,-12.3114,https://www.gbif.org/occurrence/1702045578,machine,1702045578,Plantago,Y. Mejland,1000,flowers,doi:10.5281/zenodo.17079402,b9faed34-60bb-56a2-9703-b59daf4dab32,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago media L.,flower present,Plantaginaceae,1974,60.584901,12.4339654,https://www.gbif.org/occurrence/1702060107,machine,1702060107,Plantago,Finn Wischmann,707,flowers,doi:10.5281/zenodo.17079402,0b7b0ac9-ad18-506e-890f-5cb242813d63,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago media L.,flower present,Plantaginaceae,1916,61.3047261,12.0484235,https://www.gbif.org/occurrence/1702060300,machine,1702060300,Plantago,Olinus Nyhuus,1118,flowers,doi:10.5281/zenodo.17079402,d467402e-836c-596b-a6cc-068cd6046b69,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago lanceolata L.,flower present,Plantaginaceae,1998,59.4814,10.4035,https://www.gbif.org/occurrence/1702090703,machine,1702090703,Plantago,Odd E. Stabbetorp;Anniken Stabbetorp,707,flowers,doi:10.5281/zenodo.17079402,38d64b04-55da-53fa-8db9-f4973dcfa038,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago lanceolata L.,flower present,Plantaginaceae,1998,60.267,8.8653,https://www.gbif.org/occurrence/1702162564,machine,1702162564,Plantago,Jan Erik Eriksen,71,flowers,doi:10.5281/zenodo.17079402,dcb483f1-f19f-5274-b485-53286a5e64ae,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago major subsp. intermedia (DC.) Lange,flower present,Plantaginaceae,1947,59.0474,10.8834,https://www.gbif.org/occurrence/1702166164,machine,1702166164,Plantago,Gunnar Hofstad,1430,flowers,doi:10.5281/zenodo.17079402,3448f60b-ef57-5394-b5c7-5801c3b93d56,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago maritima L.,flower present,Plantaginaceae,2011,59.3192,11.4131,https://www.gbif.org/occurrence/1702168432,machine,1702168432,Plantago,Bjørn Petter Løfall;Solveig Vatne Gustavsen,10,flowers,doi:10.5281/zenodo.17079402,5d987a26-63bc-57d2-a821-5477e229e7a3,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago lanceolata L.,flower present,Plantaginaceae,2006,59.9761,11.669,https://www.gbif.org/occurrence/1702168725,machine,1702168725,Plantago,Kristina Bjureke,71,flowers,doi:10.5281/zenodo.17079402,02c5aad8-78a2-50e6-8505-2bad766a0d61,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago major subsp. intermedia (DC.) Lange,flower present,Plantaginaceae,2013,59.6228,11.1371,https://www.gbif.org/occurrence/1702169341,machine,1702169341,Plantago,Bjørn Petter Løfall;Solveig Vatne Gustavsen,7,flowers,doi:10.5281/zenodo.17079402,7421cbe6-2b43-51e8-9092-1adc62774157,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago maritima subsp. maritima,flower present,Plantaginaceae,2013,59.446,11.1251,https://www.gbif.org/occurrence/1702169378,machine,1702169378,Plantago,Bjørn Petter Løfall,7,flowers,doi:10.5281/zenodo.17079402,26a63e74-1ba5-5c49-bd11-eabb468bd075,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago media L.,flower present,Plantaginaceae,1890,58.2634,7.9689,https://www.gbif.org/occurrence/1702172694,machine,1702172694,Plantago,A. Røskeland,707,flowers,doi:10.5281/zenodo.17079402,c4f7d9e5-516e-5ed2-b6af-a61b44a5831c,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago major subsp. major,flower present,Plantaginaceae,1933,61.1588,10.377,https://www.gbif.org/occurrence/1702172996,machine,1702172996,Plantago,Olav S. Jørstad,304,flowers,doi:10.5281/zenodo.17079402,82143584-926b-5160-9d68-dbfc0d7fbe8c,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago major subsp. major,flower present,Plantaginaceae,1928,59.9492,11.032,https://www.gbif.org/occurrence/1702173035,machine,1702173035,Plantago,Johannes Lid,707,flowers,doi:10.5281/zenodo.17079402,0520ce51-8de2-5c55-a322-2df9038d369e,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago major subsp. major,flower present,Plantaginaceae,1943,60.3882,10.4332,https://www.gbif.org/occurrence/1702173067,machine,1702173067,Plantago,Per Størmer,1118,flowers,doi:10.5281/zenodo.17079402,9c57195f-2135-5461-867a-260456b964d8,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago major subsp. major,flower present,Plantaginaceae,1947,59.97258,10.72237,https://www.gbif.org/occurrence/1702173102,machine,1702173102,Plantago,Rolf Berg,20057,flowers,doi:10.5281/zenodo.17079402,8cfbd313-1b73-545b-ac85-77c1ec34b0aa,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago major subsp. major,flower present,Plantaginaceae,1944,62.2998182,7.2629143,https://www.gbif.org/occurrence/1702173152,machine,1702173152,Plantago,Børre I. Grønningsæter,1414,flowers,doi:10.5281/zenodo.17079402,6b4e2f15-3421-54eb-a927-f012e7eaac95,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago major subsp. major,flower present,Plantaginaceae,1934,58.96827,5.6676115,https://www.gbif.org/occurrence/1702173210,machine,1702173210,Plantago,Thomas Tvedt,2121,flowers,doi:10.5281/zenodo.17079402,927e3846-746d-5a69-bbda-565125541511,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago major subsp. major,flower present,Plantaginaceae,1913,61.1775732,7.2692674,https://www.gbif.org/occurrence/1702173242,machine,1702173242,Plantago,F. Jebe,1414,flowers,doi:10.5281/zenodo.17079402,a75d4186-815d-5b8d-9e1f-6de623c38677,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago major subsp. major,flower present,Plantaginaceae,1944,62.5603332,7.6855159,https://www.gbif.org/occurrence/1702173256,machine,1702173256,Plantago,Børre I. Grønningsæter,2121,flowers,doi:10.5281/zenodo.17079402,1afdfc8e-c881-506d-9974-39b41bf68b40,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago maritima L.,flower present,Plantaginaceae,1834,59.9119,10.7336,https://www.gbif.org/occurrence/1702178666,machine,1702178666,Plantago,M. N. Blytt,15000,flowers,doi:10.5281/zenodo.17079402,6ceb4ee1-8bba-57d2-baa1-f7314d3b70bf,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago lanceolata L.,flower present,Plantaginaceae,2000,60.1566,11.0673,https://www.gbif.org/occurrence/1702184551,machine,1702184551,Plantago,G. Gaarder,71,flowers,doi:10.5281/zenodo.17079402,e4ed5f46-5ae5-52b2-ae53-1c30cdd56296,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago major L.,flower present,Plantaginaceae,2003,34.287667,-110.806533,https://www.gbif.org/occurrence/4161542369,machine,4161542369,Plantago,D.Z. Damrel; J. Johnson; G. Robertson,,flowers,doi:10.5281/zenodo.17079402,cbec994b-6a06-572d-8645-94fca4b3cb50,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago alpina L.,flower present,Plantaginaceae,1941,47.125,9.79444,https://www.gbif.org/occurrence/4178166817,machine,4178166817,Plantago,"Wagner,Richard s.n. [1941-07-15];Wagner,Richard",200,flowers,doi:10.5281/zenodo.17079402,0810d3a0-e0a7-51eb-8d88-09fd4a802ec1,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago arenaria Waldst. & Kit.,flower present,Plantaginaceae,1826,48.235,16.33333,https://www.gbif.org/occurrence/4178166821,machine,4178166821,Plantago,Anonymous collector;Anonymous collector s.n. [1826],300,flowers,doi:10.5281/zenodo.17079402,9f33b52a-6833-5782-8b05-6f6c4afbe32b,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago arenaria Waldst. & Kit.,flower present,Plantaginaceae,1993,48.29667,16.87083,https://www.gbif.org/occurrence/4178167681,machine,4178167681,Plantago,"Karl,Rainer;Karl,Rainer s.n. [1993-07-28]",300,flowers,doi:10.5281/zenodo.17079402,bd3556d1-c5a3-5209-a6e1-744c64fc2d6c,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago indica L.,flower present,Plantaginaceae,1988,48.30833,16.88667,https://www.gbif.org/occurrence/4178169684,machine,4178169684,Plantago,"Bregant,Eugen;Bregant,Eugen s.n. [1988-10-20]",800,flowers,doi:10.5281/zenodo.17079402,bfb2bac1-d9b1-55a8-bb72-372429b32ea3,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago arenaria Waldst. & Kit.,flower present,Plantaginaceae,1871,48.29722,16.55833,https://www.gbif.org/occurrence/4178169832,machine,4178169832,Plantago,"Reuss,Wilhelm s.n. [1871-08];Reuss,Wilhelm",1000,flowers,doi:10.5281/zenodo.17079402,8355f3d9-4ef1-5b9e-b32c-7f80f0dad780,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago montana Lam.,flower present,Plantaginaceae,1885,46.76389,12.77083,https://www.gbif.org/occurrence/4178170830,machine,4178170830,Plantago,"Eichenfeld,Michael von s.n. [1885-07-28];Eichenfeld,Michael von",500,flowers,doi:10.5281/zenodo.17079402,c3ab52a9-7d55-533f-8037-dee0a61c7067,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago tenuiflora Waldst. & Kit.,flower present,Plantaginaceae,1964,47.75694,16.885,https://www.gbif.org/occurrence/4178170835,machine,4178170835,Plantago,"Habeler,Edda;Habeler,Edda s.n. [1964-05-02]",100,flowers,doi:10.5281/zenodo.17079402,0e173c48-e1f8-53b0-ba56-31255db3e90a,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago maritima L.,flower present,Plantaginaceae,1966,47.68917,15.87778,https://www.gbif.org/occurrence/4178171695,machine,4178171695,Plantago,"Schefczik,Johann s.n. [1966-09-18];Schefczik,Johann",500,flowers,doi:10.5281/zenodo.17079402,3a60b34e-2afb-5163-9278-2cf1db5692c4,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago tenuiflora Waldst. & Kit.,flower present,Plantaginaceae,1986,47.75194,16.8675,https://www.gbif.org/occurrence/4178172801,machine,4178172801,Plantago,"Bregant,Eugen s.n. [1986-05-26];Bregant,Eugen",40,flowers,doi:10.5281/zenodo.17079402,d952f6a4-b4c8-56be-b722-fad95fdaa42f,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago afra L.,flower present,Plantaginaceae,1995,38.35111,20.67861,https://www.gbif.org/occurrence/4399015346,machine,4399015346,Plantago,"Kehm,F. s.n. [1995-04-03];Kehm,F.",200,flowers,doi:10.5281/zenodo.17079402,c937ba97-594f-55e5-867d-2ecd08908557,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago weldenii Rchb.,flower present,Plantaginaceae,1995,38.48333,20.67167,https://www.gbif.org/occurrence/4399015369,machine,4399015369,Plantago,"Kehm,F. s.n. [1995-05-19];Kehm,F.",707,flowers,doi:10.5281/zenodo.17079402,5edf4612-4199-5cc1-84ba-a39a056f14b3,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago lanceolata L.,flower present,Plantaginaceae,2021,34.543572,-119.769428,https://www.gbif.org/occurrence/4104083484,machine,4104083484,Plantago,"Sean Carson; Heather Schneider, Kevin Mason",,flowers,doi:10.5281/zenodo.17079402,363858b8-288c-5b75-9dd3-8df5297bc59d,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago uliginosa F.W.Schmidt,flower present,Plantaginaceae,2022,48.41167,16.15778,https://www.gbif.org/occurrence/4106684947,machine,4106684947,Plantago,"Lefnaer,S.;Lefnaer,S. s.n. [2022-08-28]",50,flowers,doi:10.5281/zenodo.17079402,fe86735a-f419-5902-8909-adfe08e19591,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago erecta E.Morris,flower present,Plantaginaceae,1983,35,-119,https://www.gbif.org/occurrence/4126251314,machine,4126251314,Plantago,"Shevock, James R.; Zaninovich, Jack",,flowers,doi:10.5281/zenodo.17079402,3530b41e-0b88-5399-af5e-880828632011,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago tumida Link,flower present,Plantaginaceae,1825,53.067252,10.75109,https://www.gbif.org/occurrence/4127917835,machine,4127917835,Plantago,(no. s.n.),,flowers,doi:10.5281/zenodo.17079402,f02b40a9-5bc0-5aaa-9c01-621c04879c9c,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago exigua Murray,flower present,Plantaginaceae,1781,53.067252,10.75109,https://www.gbif.org/occurrence/4127920354,machine,4127920354,Plantago,(no. s.n.),,flowers,doi:10.5281/zenodo.17079402,3bad2496-043c-568b-b014-73a1e6ac41ef,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago patagonica Jacq.,flower present,Plantaginaceae,2003,35.201779,-114.063935,https://www.gbif.org/occurrence/4131083340,machine,4131083340,Plantago,G. L. Clifton,,flowers,doi:10.5281/zenodo.17079402,82ab94dc-7d3f-5fd4-a391-38315b87dd53,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago ovata Forssk.,flower present,Plantaginaceae,2003,34.746402,-114.480903,https://www.gbif.org/occurrence/4131089349,machine,4131089349,Plantago,G. L. Clifton,,flowers,doi:10.5281/zenodo.17079402,ef4f3e35-e6b8-5dd4-b355-0753c10bd468,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago virginica L.,flower present,Plantaginaceae,1991,33.214841,-97.133068,https://www.gbif.org/occurrence/4132080586,machine,4132080586,Plantago,M.E. Knauss,19544,flowers,doi:10.5281/zenodo.17079402,927cae13-47bf-53ed-8b48-b9ddb6d2f2b9,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago afra subsp. afra,flower present,Plantaginaceae,2022,38.49806,14.91889,https://www.gbif.org/occurrence/4135502341,machine,4135502341,Plantago,"Franzoni,J. et al. s.n. [2022-04-21];Franzoni,J., Giacò,A. & Pinzani,L.",,flowers,doi:10.5281/zenodo.17079402,9098d5fe-b07b-5bc8-b85d-63742fe7affa,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago virginica L.,flower present,Plantaginaceae,1967,30.214985,-91.996596,https://www.gbif.org/occurrence/4088575834,machine,4088575834,Plantago,"Strong, Tommy",243,flowers,doi:10.5281/zenodo.17079402,2fdeb1af-7e1b-56b4-af47-fb919d49cc9b,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago maritima L.,flower present,Plantaginaceae,2022,50.41694,13.53006,https://www.gbif.org/occurrence/4093057766,machine,4093057766,Plantago,"Zdvořák,P. et al.;Zdvořák,P. et al. s.n. [10.09.2022]",,flowers,doi:10.5281/zenodo.17079402,466f01a0-c91d-5386-87ed-54d083da08c6,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago coronopus L.,flower present,Plantaginaceae,2023,38.81223,-121.26175,https://www.gbif.org/occurrence/4095572332,machine,4095572332,Plantago,Hannah Kang,,flowers,doi:10.5281/zenodo.17079402,0e440305-54f1-535c-b45c-4c70bfcfe816,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago erecta E.Morris,flower present,Plantaginaceae,2021,38.635642,-121.127027,https://www.gbif.org/occurrence/4095579308,machine,4095579308,Plantago,Hannah Kang,,flowers,doi:10.5281/zenodo.17079402,6d5f0e20-5884-5d9e-a183-2f9fbe7004fa,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago patagonica Jacq.,flower present,Plantaginaceae,2019,32.02162,-110.64613,https://www.gbif.org/occurrence/4101684330,machine,4101684330,Plantago,Julia Fonseca,5,flowers,doi:10.5281/zenodo.17079402,23f59f4e-b4ff-5454-90e1-baecbaa4243d,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago lanceolata L.,flower present,Plantaginaceae,2018,44.06306,10.22167,https://www.gbif.org/occurrence/4426897429,machine,4426897429,Plantago,"Roma-Marzio,F., Amadei,L., Vangelisti,R., Ciampi,L. & Giannotti,A.;Roma-Marzio,F. et al. ex Herb. Roma-Marzio 976",,flowers,doi:10.5281/zenodo.17079402,532ab7e0-d213-5d6a-b8ca-e8bfade1b522,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago lagopus L.,flower present,Plantaginaceae,2017,40.04056,16.45111,https://www.gbif.org/occurrence/4426897433,machine,4426897433,Plantago,"Roma-Marzio,F.;Roma-Marzio,F. ex Herb. Roma-Marzio 789",,flowers,doi:10.5281/zenodo.17079402,974513b7-84f9-57e4-b6ce-038f690b584a,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago media L.,flower present,Plantaginaceae,2009,50.33944,87.43583,https://www.gbif.org/occurrence/4426978960,machine,4426978960,Plantago,Шмаков А.И.;Смирнов С.В.;Зубов Р.А.;Кечайкин А.А.;Ломодуров Е.А.;Белкин Д.А.,500,flowers,doi:10.5281/zenodo.17079402,19b0a6b7-c786-59a0-aa21-19f61c4ecdcd,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago depressa Willd.,flower present,Plantaginaceae,2007,49.29416,100.93166,https://www.gbif.org/occurrence/4426980854,machine,4426980854,Plantago,Камелин Р.В.;Шмаков А.И.;Дариймаа Ш.;Ваганов А.В.;Зубов Р.А.;Камелина О.П.;Дорофеев В.И.,500,flowers,doi:10.5281/zenodo.17079402,3e866d2d-6006-5c37-9f52-29e1ffbb87aa,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago urvillei Opiz,flower present,Plantaginaceae,2006,51.42222,83.425,https://www.gbif.org/occurrence/4426982753,machine,4426982753,Plantago,Шмаков А.И.;Смирнов С.В.;Косачев П.А.;Кечайкин А.А.,500,flowers,doi:10.5281/zenodo.17079402,6312c550-e698-5089-b0a6-fa6046947816,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago depressa Willd.,flower present,Plantaginaceae,2014,52.99985,79.85968,https://www.gbif.org/occurrence/4426983135,machine,4426983135,Plantago,Шалимов А.П.,500,flowers,doi:10.5281/zenodo.17079402,c574d36e-9259-5c39-bb8b-977f849729ee,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago urvillei Opiz,flower present,Plantaginaceae,2009,50.3375,87.04416,https://www.gbif.org/occurrence/4426983892,machine,4426983892,Plantago,Шмаков А.И.;Смирнов С.В.;Зубов Р.А.;Кечайкин А.А.;Ломодуров Е.А.;Белкин Д.А.,500,flowers,doi:10.5281/zenodo.17079402,51f32a56-2442-518e-98bd-403d6f60bb1f,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago media L.,flower present,Plantaginaceae,1996,51.25,82.8,https://www.gbif.org/occurrence/4426983941,machine,4426983941,Plantago,Куприянов А.Н.;Маслова О.М.;Зарубина Е.Ю.;Самусенко Е.В.;Стрельникова Т.О.,500,flowers,doi:10.5281/zenodo.17079402,02e7063f-4ee7-519e-94a3-17ef11c7a79e,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago virginica L.,flower present,Plantaginaceae,2015,30.111241,-93.598299,https://www.gbif.org/occurrence/4433522348,machine,4433522348,Plantago,Christopher Reid; Sairah Javed; Chris Doffitt,,flowers,doi:10.5281/zenodo.17079402,5aeb5a12-5c93-5c86-ab86-035f139112f2,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago aristata Michx.,flower present,Plantaginaceae,2011,33.403131,-94.496478,https://www.gbif.org/occurrence/4433550374,machine,4433550374,Plantago,J. Singhurst; M. White,5468,flowers,doi:10.5281/zenodo.17079402,cf93c468-8ac7-5b75-b58a-64f7138ae2c1,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago aristata Michx.,flower present,Plantaginaceae,2014,28.470571,-96.482766,https://www.gbif.org/occurrence/4433550504,machine,4433550504,Plantago,J.R. Singhurst,2320,flowers,doi:10.5281/zenodo.17079402,0b2082a9-7d39-5ccf-8980-f7dce929f5de,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago maritima L.,flower present,Plantaginaceae,1956,58.7553,-94.0789,https://www.gbif.org/occurrence/4437431490,machine,4437431490,Plantago,"Ritchie, J.C.",,flowers,doi:10.5281/zenodo.17079402,bdb3d392-13be-5b60-bc64-52f5113cc610,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago maritima L.,flower present,Plantaginaceae,1955,58.7667,-94.1667,https://www.gbif.org/occurrence/4437433209,machine,4437433209,Plantago,"Wood, D. Montgomery",,flowers,doi:10.5281/zenodo.17079402,6b8b0e37-de9c-531a-98df-ddf0242135fe,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago elongata Pursh,flower present,Plantaginaceae,2023,39.291139,-121.497194,https://www.gbif.org/occurrence/4444094391,machine,4444094391,Plantago,Lowell Ahart,,flowers,doi:10.5281/zenodo.17079402,2a807587-0675-5ebd-b38a-c87bee91187f,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago lanceolata L.,flower present,Plantaginaceae,2023,40.23333,24.3,https://www.gbif.org/occurrence/4444396981,machine,4444396981,Plantago,"Charalampidis,S., Raus,T. & Strid,A.",,flowers,doi:10.5281/zenodo.17079402,19e892ca-400f-5c15-8823-aa758ff2a597,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago L.,flower present,Plantaginaceae,1997,38.1975,15.63306,https://www.gbif.org/occurrence/4444398687,machine,4444398687,Plantago,"Raimondo,F.M. et al.",,flowers,doi:10.5281/zenodo.17079402,83cdc0d8-2996-552a-83eb-f14093d0a980,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
herbarium-GBIF,Plantago aristata Michx.,flower present,Plantaginaceae,1965,40.840092,-75.667689,https://www.gbif.org/occurrence/4067798279,machine,4067798279,Plantago,"R. L. Schaeffer, Jr.",3036,flowers,doi:10.5281/zenodo.17079402,08157241-b556-520c-a250-f8e77e8d6745,"flower present,reproductive shoot system present,reproductive structure present,plant structure present"
