record_id,scientific_name,family,genus,species,common_name,year,year_normalized,day_of_year,month,season,decade,latitude,longitude,location_grid,region,prefecture,temperature_avg,temperature_min,temperature_max,precipitation,deviation_from_baseline,trait,is_prediction
jcb_43370001_20240307,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,66.0,3.0,Spring,2020,32.3194836846484,131.02070153013,32.3_131.0,Kumamoto Prefecture,Kumamoto Prefecture,8.0,2.3,14.9,0.0,-23.369873228933628,first flowering (kaika),True
jcb_43370001_20240229,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,67.0,3.0,Spring,2020,32.3194836846484,131.02070153013,32.3_131.0,Kumamoto Prefecture,Kumamoto Prefecture,10.8,7.4,14.6,15.3,-22.369873228933628,first flowering (kaika),True
jcb_43370001_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,69.0,3.0,Spring,2020,32.3194836846484,131.02070153013,32.3_131.0,Kumamoto Prefecture,Kumamoto Prefecture,5.5,-0.1,14.0,0.0,-20.369873228933628,first flowering (kaika),True
jcb_43370008_20240229,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,71.0,3.0,Spring,2020,32.2108508213862,130.764067845186,32.2_130.8,Kumamoto Prefecture,Kumamoto Prefecture,10.8,7.4,14.6,15.3,-18.238510301109343,first flowering (kaika),True
jcb_43370001_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,72.0,3.0,Spring,2020,32.3194836846484,131.02070153013,32.3_131.0,Kumamoto Prefecture,Kumamoto Prefecture,11.8,10.1,12.9,16.0,-17.369873228933628,first flowering (kaika),True
jcb_43370008_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,72.0,3.0,Spring,2020,32.2108508213862,130.764067845186,32.2_130.8,Kumamoto Prefecture,Kumamoto Prefecture,5.5,-0.1,14.0,0.0,-17.238510301109343,first flowering (kaika),True
jcb_46370016_20240229,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,72.0,3.0,Spring,2020,31.8247447127514,130.340030838445,31.8_130.3,Kagoshima Prefecture,Kagoshima Prefecture,12.7,9.0,17.3,12.6,-16.640980735551665,first flowering (kaika),True
jcb_39370015_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,73.0,3.0,Spring,2020,33.161049488386,133.071282482369,33.2_133.1,Kochi Prefecture,Kochi Prefecture,,,,,-18.115202524986856,first flowering (kaika),True
jcb_46370004_20240229,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,73.0,3.0,Spring,2020,32.0493654756083,130.614167729455,32.0_130.6,Kagoshima Prefecture,Kagoshima Prefecture,10.8,7.4,14.6,15.3,-15.885433715220955,first flowering (kaika),True
jcb_46370005_20240229,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,73.0,3.0,Spring,2020,31.8575204642692,130.870005315064,31.9_130.9,Kagoshima Prefecture,Kagoshima Prefecture,11.5,8.5,15.0,18.1,-16.369873228933628,first flowering (kaika),True
jcb_46370016_20240307,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,73.0,3.0,Spring,2020,31.8247447127514,130.340030838445,31.8_130.3,Kagoshima Prefecture,Kagoshima Prefecture,10.4,7.2,14.3,0.0,-15.640980735551665,first flowering (kaika),True
jcb_39370015_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,74.0,3.0,Spring,2020,33.161049488386,133.071282482369,33.2_133.1,Kochi Prefecture,Kochi Prefecture,,,,,-17.115202524986856,first flowering (kaika),True
jcb_43370008_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,74.0,3.0,Spring,2020,32.2108508213862,130.764067845186,32.2_130.8,Kumamoto Prefecture,Kumamoto Prefecture,11.8,10.1,12.9,16.0,-15.238510301109343,first flowering (kaika),True
jcb_46370016_20240222,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,74.0,3.0,Spring,2020,31.8247447127514,130.340030838445,31.8_130.3,Kagoshima Prefecture,Kagoshima Prefecture,14.7,10.6,17.1,7.5,-14.640980735551665,first flowering (kaika),True
jcb_45370011_20240229,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,74.0,3.0,Spring,2020,32.7254659221143,131.34482591947,32.7_131.3,Miyazaki Prefecture,Miyazaki Prefecture,,,,,-15.799467021985336,first flowering (kaika),True
jcb_46370018_20240229,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,74.0,3.0,Spring,2020,31.8250107304573,130.686172079203,31.8_130.7,Kagoshima Prefecture,Kagoshima Prefecture,11.5,8.5,15.0,18.1,-14.885433715220955,first flowering (kaika),True
jcb_46370004_20240307,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,74.0,3.0,Spring,2020,32.0493654756083,130.614167729455,32.0_130.6,Kagoshima Prefecture,Kagoshima Prefecture,8.0,2.3,14.9,0.0,-14.885433715220955,first flowering (kaika),True
jcb_46370005_20240307,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,74.0,3.0,Spring,2020,31.8575204642692,130.870005315064,31.9_130.9,Kagoshima Prefecture,Kagoshima Prefecture,8.4,3.8,14.4,0.0,-15.369873228933628,first flowering (kaika),True
jcb_46370005_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,75.0,3.0,Spring,2020,31.8575204642692,130.870005315064,31.9_130.9,Kagoshima Prefecture,Kagoshima Prefecture,5.8,-1.0,12.0,0.0,-14.369873228933628,first flowering (kaika),True
jcb_46370016_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,75.0,3.0,Spring,2020,31.8247447127514,130.340030838445,31.8_130.3,Kagoshima Prefecture,Kagoshima Prefecture,8.6,3.7,12.9,0.0,-13.640980735551665,first flowering (kaika),True
jcb_46370018_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,75.0,3.0,Spring,2020,31.8250107304573,130.686172079203,31.8_130.7,Kagoshima Prefecture,Kagoshima Prefecture,5.8,-1.0,12.0,0.0,-13.885433715220955,first flowering (kaika),True
jcb_43370008_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,75.0,3.0,Spring,2020,32.2108508213862,130.764067845186,32.2_130.8,Kumamoto Prefecture,Kumamoto Prefecture,14.1,8.3,21.9,8.9,-14.238510301109343,first flowering (kaika),True
jcb_45370011_20240222,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,75.0,3.0,Spring,2020,32.7254659221143,131.34482591947,32.7_131.3,Miyazaki Prefecture,Miyazaki Prefecture,,,,,-14.799467021985336,first flowering (kaika),True
jcb_46370004_20240222,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,75.0,3.0,Spring,2020,32.0493654756083,130.614167729455,32.0_130.6,Kagoshima Prefecture,Kagoshima Prefecture,14.9,11.0,16.8,17.2,-13.885433715220955,first flowering (kaika),True
jcb_46370014_20240229,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,75.0,3.0,Spring,2020,31.8635094963633,130.851266595567,31.9_130.9,Kagoshima Prefecture,Kagoshima Prefecture,11.5,8.5,15.0,18.1,-14.369873228933628,first flowering (kaika),True
jcb_46370007_20240307,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,75.0,3.0,Spring,2020,31.1660740568117,130.849108885964,31.2_130.8,Kagoshima Prefecture,Kagoshima Prefecture,10.5,7.3,14.7,0.0,-14.369873228933628,first flowering (kaika),True
jcb_39370012_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,76.0,3.0,Spring,2020,32.996834569753,132.92912184955,33.0_132.9,Kochi Prefecture,Kochi Prefecture,8.1,2.0,14.0,0.0,-14.85975282106395,first flowering (kaika),True
jcb_45370011_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,76.0,3.0,Spring,2020,32.7254659221143,131.34482591947,32.7_131.3,Miyazaki Prefecture,Miyazaki Prefecture,,,,,-13.799467021985336,first flowering (kaika),True
jcb_46370004_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,76.0,3.0,Spring,2020,32.0493654756083,130.614167729455,32.0_130.6,Kagoshima Prefecture,Kagoshima Prefecture,5.5,-0.1,14.0,0.0,-12.885433715220955,first flowering (kaika),True
jcb_39370015_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,76.0,3.0,Spring,2020,33.161049488386,133.071282482369,33.2_133.1,Kochi Prefecture,Kochi Prefecture,,,,,-15.115202524986856,first flowering (kaika),True
jcb_46370014_20240222,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,76.0,3.0,Spring,2020,31.8635094963633,130.851266595567,31.9_130.9,Kagoshima Prefecture,Kagoshima Prefecture,15.5,13.5,17.6,29.1,-13.369873228933628,first flowering (kaika),True
jcb_46370007_20240229,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,76.0,3.0,Spring,2020,31.1660740568117,130.849108885964,31.2_130.8,Kagoshima Prefecture,Kagoshima Prefecture,13.3,8.6,18.2,21.4,-13.369873228933628,first flowering (kaika),True
jcb_30370006_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,77.0,3.0,Spring,2020,33.9142456640188,135.174523129926,33.9_135.2,Wakayama Prefecture,Wakayama Prefecture,11.0,6.2,14.0,0.3,-14.728096676737167,first flowering (kaika),True
jcb_39370012_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,77.0,3.0,Spring,2020,32.996834569753,132.92912184955,33.0_132.9,Kochi Prefecture,Kochi Prefecture,12.2,11.0,14.9,0.0,-13.85975282106395,first flowering (kaika),True
jcb_45370011_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,77.0,3.0,Spring,2020,32.7254659221143,131.34482591947,32.7_131.3,Miyazaki Prefecture,Miyazaki Prefecture,,,,,-12.799467021985336,first flowering (kaika),True
jcb_46370005_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,77.0,3.0,Spring,2020,31.8575204642692,130.870005315064,31.9_130.9,Kagoshima Prefecture,Kagoshima Prefecture,12.3,10.8,13.0,11.9,-12.369873228933628,first flowering (kaika),True
jcb_46370016_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,77.0,3.0,Spring,2020,31.8247447127514,130.340030838445,31.8_130.3,Kagoshima Prefecture,Kagoshima Prefecture,11.7,11.5,13.6,19.1,-11.640980735551665,first flowering (kaika),True
jcb_46370018_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,77.0,3.0,Spring,2020,31.8250107304573,130.686172079203,31.8_130.7,Kagoshima Prefecture,Kagoshima Prefecture,12.3,10.8,13.0,11.9,-11.885433715220955,first flowering (kaika),True
jcb_44370009_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,77.0,3.0,Spring,2020,33.3152755601684,130.928303355715,33.3_130.9,Oita Prefecture,Oita Prefecture,4.8,0.2,12.2,0.0,-12.369873228933628,first flowering (kaika),True
jcb_46370014_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,77.0,3.0,Spring,2020,31.8635094963633,130.851266595567,31.9_130.9,Kagoshima Prefecture,Kagoshima Prefecture,5.8,-1.0,12.0,0.0,-12.369873228933628,first flowering (kaika),True
jcb_46370007_20240222,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,77.0,3.0,Spring,2020,31.1660740568117,130.849108885964,31.2_130.8,Kagoshima Prefecture,Kagoshima Prefecture,16.7,14.5,21.0,19.2,-12.369873228933628,first flowering (kaika),True
jcb_30370001_20240229,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,77.0,3.0,Spring,2020,33.5976386452457,135.696454360755,33.6_135.7,Wakayama Prefecture,Wakayama Prefecture,11.7,7.5,17.1,31.3,-15.65025906735751,first flowering (kaika),True
jcb_43370010_20240229,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,77.0,3.0,Spring,2020,32.6582214855518,130.67906430696,32.7_130.7,Kumamoto Prefecture,Kumamoto Prefecture,10.3,8.8,11.9,16.8,-11.885433715220955,first flowering (kaika),True
jcb_45370002_20240229,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,77.0,3.0,Spring,2020,31.7497044498558,131.010468613647,31.7_131.0,Miyazaki Prefecture,Miyazaki Prefecture,12.1,8.2,16.5,22.3,-12.369873228933628,first flowering (kaika),True
jcb_45370013_20240229,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,77.0,3.0,Spring,2020,31.7128444775599,131.358841378426,31.7_131.4,Miyazaki Prefecture,Miyazaki Prefecture,13.8,10.5,18.2,25.7,-12.799467021985336,first flowering (kaika),True
jcb_46370006_20240229,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,77.0,3.0,Spring,2020,31.7410813815901,130.782007984301,31.7_130.8,Kagoshima Prefecture,Kagoshima Prefecture,11.5,8.5,15.0,18.1,-12.30030721966206,first flowering (kaika),True
jcb_46370019_20240229,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,77.0,3.0,Spring,2020,31.1964553099818,130.534393624225,31.2_130.5,Kagoshima Prefecture,Kagoshima Prefecture,14.0,10.5,18.3,20.7,-11.885433715220955,first flowering (kaika),True
jcb_29370032_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,78.0,3.0,Spring,2020,34.0432955830622,135.960121944332,34.0_136.0,Nara Prefecture,Nara Prefecture,10.8,5.5,17.6,4.1,-15.684650773734845,first flowering (kaika),True
jcb_41370013_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,78.0,3.0,Spring,2020,33.1812539837287,130.017375178804,33.2_130.0,Saga Prefecture,Saga Prefecture,10.8,10.0,12.0,4.8,-10.63935969868173,first flowering (kaika),True
jcb_44370009_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,78.0,3.0,Spring,2020,33.3152755601684,130.928303355715,33.3_130.9,Oita Prefecture,Oita Prefecture,9.6,8.6,11.7,3.6,-11.369873228933628,first flowering (kaika),True
jcb_46370004_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,78.0,3.0,Spring,2020,32.0493654756083,130.614167729455,32.0_130.6,Kagoshima Prefecture,Kagoshima Prefecture,11.8,10.1,12.9,16.0,-10.885433715220955,first flowering (kaika),True
jcb_39370003_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,78.0,3.0,Spring,2020,33.4978572705,133.289248873039,33.5_133.3,Kochi Prefecture,Kochi Prefecture,8.1,3.3,12.6,0.0,-13.432318992654771,first flowering (kaika),True
jcb_39370010_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,78.0,3.0,Spring,2020,33.5472669856944,133.575502824764,33.5_133.6,Kochi Prefecture,Kochi Prefecture,8.1,3.3,12.6,0.0,-13.324773413897276,first flowering (kaika),True
jcb_40370013_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,78.0,3.0,Spring,2020,33.3138806224389,130.637077606209,33.3_130.6,Fukuoka Prefecture,Fukuoka Prefecture,4.7,-0.7,10.6,0.0,-10.885433715220955,first flowering (kaika),True
jcb_42370011_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,78.0,3.0,Spring,2020,32.7258360938664,130.211929989317,32.7_130.2,Nagasaki Prefecture,Nagasaki Prefecture,7.5,4.7,10.9,0.0,-10.640980735551665,first flowering (kaika),True
jcb_43370010_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,78.0,3.0,Spring,2020,32.6582214855518,130.67906430696,32.7_130.7,Kumamoto Prefecture,Kumamoto Prefecture,6.9,0.7,12.3,0.0,-10.885433715220955,first flowering (kaika),True
jcb_46370006_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,78.0,3.0,Spring,2020,31.7410813815901,130.782007984301,31.7_130.8,Kagoshima Prefecture,Kagoshima Prefecture,5.8,-1.0,12.0,0.0,-11.30030721966206,first flowering (kaika),True
jcb_46370007_20240208,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,78.0,3.0,Spring,2020,31.1660740568117,130.849108885964,31.2_130.8,Kagoshima Prefecture,Kagoshima Prefecture,8.4,5.1,11.9,0.0,-11.369873228933628,first flowering (kaika),True
jcb_39370012_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,78.0,3.0,Spring,2020,32.996834569753,132.92912184955,33.0_132.9,Kochi Prefecture,Kochi Prefecture,16.0,13.0,20.0,17.0,-12.85975282106395,first flowering (kaika),True
jcb_45370011_20240215,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,78.0,3.0,Spring,2020,32.7254659221143,131.34482591947,32.7_131.3,Miyazaki Prefecture,Miyazaki Prefecture,,,,,-11.799467021985336,first flowering (kaika),True
jcb_22370005_20240222,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,78.0,3.0,Spring,2020,34.9721588892337,137.829783902539,35.0_137.8,Shizuoka Prefecture,Shizuoka Prefecture,10.6,8.2,12.6,23.9,-17.582387653200186,first flowering (kaika),True
jcb_30370001_20240222,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,78.0,3.0,Spring,2020,33.5976386452457,135.696454360755,33.6_135.7,Wakayama Prefecture,Wakayama Prefecture,11.9,11.4,17.2,17.1,-14.65025906735751,first flowering (kaika),True
jcb_43370007_20240222,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,78.0,3.0,Spring,2020,32.9856288973565,130.818267671701,33.0_130.8,Kumamoto Prefecture,Kumamoto Prefecture,11.6,9.0,16.0,20.1,-11.369873228933628,first flowering (kaika),True
jcb_45370002_20240222,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,78.0,3.0,Spring,2020,31.7497044498558,131.010468613647,31.7_131.0,Miyazaki Prefecture,Miyazaki Prefecture,16.2,14.3,19.0,20.4,-11.369873228933628,first flowering (kaika),True
jcb_43370005_20240229,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,78.0,3.0,Spring,2020,32.6772097065768,130.69349223447,32.7_130.7,Kumamoto Prefecture,Kumamoto Prefecture,10.3,8.8,11.9,16.8,-10.885433715220955,first flowering (kaika),True
jcb_43370017_20240229,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,78.0,3.0,Spring,2020,32.5516429925813,130.685208703737,32.6_130.7,Kumamoto Prefecture,Kumamoto Prefecture,10.3,8.8,11.9,16.8,-10.885433715220955,first flowering (kaika),True
jcb_45370015_20240229,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,78.0,3.0,Spring,2020,31.8251785649851,131.135724736174,31.8_131.1,Miyazaki Prefecture,Miyazaki Prefecture,12.1,8.2,16.5,22.3,-11.528602461984065,first flowering (kaika),True
jcb_46370002_20240229,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,78.0,3.0,Spring,2020,31.523825641854,130.840543125814,31.5_130.8,Kagoshima Prefecture,Kagoshima Prefecture,13.3,8.6,18.2,21.4,-11.369873228933628,first flowering (kaika),True
jcb_46370013_20240229,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,78.0,3.0,Spring,2020,31.7555876345208,130.656317754967,31.8_130.7,Kagoshima Prefecture,Kagoshima Prefecture,11.5,8.5,15.0,18.1,-10.885433715220955,first flowering (kaika),True
jcb_46370017_20240229,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,78.0,3.0,Spring,2020,31.2621003838704,130.654350639389,31.3_130.7,Kagoshima Prefecture,Kagoshima Prefecture,13.3,8.6,18.2,21.4,-10.885433715220955,first flowering (kaika),True
jcb_30370006_20240307,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,78.0,3.0,Spring,2020,33.9142456640188,135.174523129926,33.9_135.2,Wakayama Prefecture,Wakayama Prefecture,6.9,3.9,11.2,0.0,-13.728096676737167,first flowering (kaika),True
jcb_45370013_20240307,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,78.0,3.0,Spring,2020,31.7128444775599,131.358841378426,31.7_131.4,Miyazaki Prefecture,Miyazaki Prefecture,10.3,7.7,14.7,0.0,-11.799467021985336,first flowering (kaika),True
jcb_46370019_20240307,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,78.0,3.0,Spring,2020,31.1964553099818,130.534393624225,31.2_130.5,Kagoshima Prefecture,Kagoshima Prefecture,10.3,6.7,13.9,0.0,-10.885433715220955,first flowering (kaika),True
jcb_22370005_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,79.0,3.0,Spring,2020,34.9721588892337,137.829783902539,35.0_137.8,Shizuoka Prefecture,Shizuoka Prefecture,10.1,6.2,14.3,2.3,-16.582387653200186,first flowering (kaika),True
jcb_30370001_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,79.0,3.0,Spring,2020,33.5976386452457,135.696454360755,33.6_135.7,Wakayama Prefecture,Wakayama Prefecture,12.3,8.8,16.2,1.0,-13.65025906735751,first flowering (kaika),True
jcb_39370001_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,79.0,3.0,Spring,2020,33.5607147784516,133.531485861208,33.6_133.5,Kochi Prefecture,Kochi Prefecture,12.7,11.2,14.8,8.6,-12.347893114080165,first flowering (kaika),True
jcb_39370003_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,79.0,3.0,Spring,2020,33.4978572705,133.289248873039,33.5_133.3,Kochi Prefecture,Kochi Prefecture,12.7,11.2,14.8,8.6,-12.432318992654771,first flowering (kaika),True
jcb_39370010_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,79.0,3.0,Spring,2020,33.5472669856944,133.575502824764,33.5_133.6,Kochi Prefecture,Kochi Prefecture,12.7,11.2,14.8,8.6,-12.324773413897276,first flowering (kaika),True
jcb_40370013_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,79.0,3.0,Spring,2020,33.3138806224389,130.637077606209,33.3_130.6,Fukuoka Prefecture,Fukuoka Prefecture,10.0,7.9,12.5,6.6,-9.885433715220955,first flowering (kaika),True
jcb_42370011_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,79.0,3.0,Spring,2020,32.7258360938664,130.211929989317,32.7_130.2,Nagasaki Prefecture,Nagasaki Prefecture,11.3,9.5,14.1,2.5,-9.640980735551665,first flowering (kaika),True
jcb_43370010_20240201,Prunus × yedoensis,Rosaceae,Prunus,yedoensis,Japanese Cherry Blossom (Somei Yoshino),2024,0.9861111111111112,79.0,3.0,Spring,2020,32.6582214855518,130.67906430696,32.7_130.7,Kumamoto Prefecture,Kumamoto Prefecture,11.4,10.8,13.3,6.1,-9.885433715220955,first flowering (kaika),True
